<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
LRHC.US,D,20240925,000000,528,552,519.6,537.12,138.39000000000001,0
LRHC.US,D,20240926,000000,520.8,544,511.68,542.4,234.608,0
LRHC.US,D,20240927,000000,575.84,576,512,520,610.786,0
LRHC.US,D,20240930,000000,528,543.92,504,518.4,227.66100000000003,0
LRHC.US,D,20241001,000000,508,548.8,504,504,100.322,0
LRHC.US,D,20241002,000000,519.2,519.2,496,504,42.52250000000001,0
LRHC.US,D,20241003,000000,496,520,488,495.92,55.8562,0
LRHC.US,D,20241004,000000,489.6,511.92,484.8,484.8,42.3287,0
LRHC.US,D,20241007,000000,488,503.92,464.08,467.92,125.85000000000001,0
LRHC.US,D,20241008,000000,465.68,488.24,464,472.8,81.13,0
LRHC.US,D,20241009,000000,480,480.08,448.88,456,155.02300000000002,0
LRHC.US,D,20241010,000000,472,472,455.92,456,21.5025,0
LRHC.US,D,20241011,000000,456,467.2,423.2,436,179.43800000000002,0
LRHC.US,D,20241014,000000,479.2,479.92,400.4,405.2,442.05500000000006,0
LRHC.US,D,20241015,000000,400.4,432,400.4,420.56,315.153,0
LRHC.US,D,20241016,000000,412.24,423.84,396,408,138.782,0
LRHC.US,D,20241017,000000,408,408.24,396.08,407.2,32.9675,0
LRHC.US,D,20241018,000000,396,408,392.08,400,55.196200000000005,0
LRHC.US,D,20241021,000000,400.96,420,376.08,388,120.19500000000001,0
LRHC.US,D,20241022,000000,388,399.919,384,392,57.3962,0
LRHC.US,D,20241023,000000,656,1424,604.8,904,228135.6,0
LRHC.US,D,20241024,000000,832,864,688,832,7633.74,0
LRHC.US,D,20241025,000000,840,840,680,680,1985.0500000000002,0
LRHC.US,D,20241028,000000,664.48,720,536,684.8,1478.8600000000001,0
LRHC.US,D,20241029,000000,703.2,708,609.521,624,528.326,0
LRHC.US,D,20241030,000000,608,628.801,600,611.6,461.786,0
LRHC.US,D,20241031,000000,636,636,576,598.24,348.40000000000003,0
LRHC.US,D,20241101,000000,580.32,639.919,580.32,605.68,237.045,0
LRHC.US,D,20241104,000000,592,639.12,579.84,624,243.288,0
LRHC.US,D,20241105,000000,632,704,616.08,680,351.135,0
LRHC.US,D,20241106,000000,690.64,698.72,656,680,246.56799999999998,0
LRHC.US,D,20241107,000000,672.8,695.92,644.08,656,186.955,0
LRHC.US,D,20241108,000000,634.4,680,608,680,265.691,0
LRHC.US,D,20241111,000000,680,680,608.88,628.08,313.137,0
LRHC.US,D,20241112,000000,608,644,600,627.2,111.58800000000002,0
LRHC.US,D,20241113,000000,608.24,655.2,576,631.2,206.245,0
LRHC.US,D,20241114,000000,612.24,631.199,588,605.68,52.133700000000005,0
LRHC.US,D,20241115,000000,624,631.92,576,611.2,77.7987,0
LRHC.US,D,20241118,000000,576,632,576,593.2,166.203,0
LRHC.US,D,20241119,000000,580,622.4,580,607.2,200.026,0
LRHC.US,D,20241120,000000,640,680,580.32,608.8,2670.9700000000003,0
LRHC.US,D,20241121,000000,616,621.6,592,616,205.94000000000003,0
LRHC.US,D,20241122,000000,564,584,536,544.08,479.186,0
LRHC.US,D,20241125,000000,559.28,571.28,504.8,548.8,261.603,0
LRHC.US,D,20241126,000000,560,560,512.48,523.36,58.955,0
LRHC.US,D,20241127,000000,530.24,544,510.8,531.2,110.681,0
LRHC.US,D,20241129,000000,534.4,534.4,512.88,520,18.818700000000003,0
LRHC.US,D,20241202,000000,526.56,575.92,512,564,172.626,0
LRHC.US,D,20241203,000000,576,576,521.6,535.92,92.92000000000002,0
LRHC.US,D,20241204,000000,560,560,512,544.08,90.5875,0
LRHC.US,D,20241205,000000,552,559.92,528,528,91.64,0
LRHC.US,D,20241206,000000,552,598.88,543.2,560.4,130.932,0
LRHC.US,D,20241209,000000,560,583.36,520,541.6,385.127,0
LRHC.US,D,20241210,000000,536,556.8,520.08,556.8,60.9137,0
LRHC.US,D,20241211,000000,556,556.8,520,544,149.823,0
LRHC.US,D,20241212,000000,552,576,536,568,60.7362,0
LRHC.US,D,20241213,000000,568,568,532,544.8,75.7275,0
LRHC.US,D,20241216,000000,544,568,544,544,85.5012,0
LRHC.US,D,20241217,000000,544,568.4,544,548.8,100.387,0
LRHC.US,D,20241218,000000,544,568.4,544,544,164.606,0
LRHC.US,D,20241219,000000,552,560,544,544,42.79,0
LRHC.US,D,20241220,000000,549.36,669.04,529.84,645.76,827.8360000000001,0
LRHC.US,D,20241223,000000,671.84,671.84,601.6,604,697.323,0
LRHC.US,D,20241224,000000,608.32,638.64,600,632,149.298,0
LRHC.US,D,20241226,000000,621.44,640,600,616.8,74.915,0
LRHC.US,D,20241227,000000,616,640,600.001,621.2,141.668,0
LRHC.US,D,20241230,000000,638.8,704,604.48,694.4,268.877,0
LRHC.US,D,20241231,000000,743.2,760,648,675.52,376.163,0
LRHC.US,D,20250102,000000,663.28,711.2,639.6,652,235.80200000000002,0
LRHC.US,D,20250103,000000,632.4,659.2,604.8,640,63.555,0
LRHC.US,D,20250106,000000,608.72,656,591.6,600,225.75300000000004,0
LRHC.US,D,20250107,000000,584.24,629.92,584.08,608,99.9812,0
LRHC.US,D,20250108,000000,648,952,404,424.08,16426.2,0
LRHC.US,D,20250110,000000,425.6,431.92,360.8,379.44,2551.92,0
LRHC.US,D,20250113,000000,368.24,396.96,364.56,376,896.2950000000001,0
LRHC.US,D,20250114,000000,376,391.76,342.808,377.92,1144.89,0
